Tarih,Sembol,Fiyat,Hacim,Değişim (%)
2026-02-23 18:10:00,BTC-USD,64739.3,50388992,-0.11
2026-02-23 18:15:00,BTC-USD,64731.06,456036352,-0.01
2026-02-23 18:20:00,BTC-USD,64822.87,43921408,0.14
2026-02-23 18:25:00,BTC-USD,64800.95,162750464,-0.03
2026-02-23 18:30:00,BTC-USD,64797.79,378540032,-0.0
2026-02-23 18:35:00,BTC-USD,65082.63,315871232,0.44
2026-02-23 18:40:00,BTC-USD,64924.06,96813056,-0.24
2026-02-23 18:45:00,BTC-USD,64813.12,441257984,-0.17
2026-02-23 18:50:00,BTC-USD,64768.21,113618944,-0.07
2026-02-23 18:55:00,BTC-USD,64595.89,628559872,-0.27
2026-02-23 19:00:00,BTC-USD,64693.36,400838656,0.15
2026-02-23 19:05:00,BTC-USD,64717.85,47763456,0.04
2026-02-23 19:10:00,BTC-USD,64762.05,541843456,0.07
2026-02-23 19:15:00,BTC-USD,64617.71,730071040,-0.22
2026-02-23 19:20:00,BTC-USD,64620.48,312164352,0.0
2026-02-23 19:25:00,BTC-USD,64492.16,184528896,-0.2
2026-02-23 19:30:00,BTC-USD,64470.47,318738432,-0.03
2026-02-23 19:35:00,BTC-USD,64295.3,367247360,-0.27
2026-02-23 19:40:00,BTC-USD,64189.81,529289216,-0.16
2026-02-23 19:45:00,BTC-USD,64192.71,366354432,0.0
2026-02-23 19:50:00,BTC-USD,64178.93,317472768,-0.02
2026-02-23 19:55:00,BTC-USD,64333.27,602296320,0.24
2026-02-23 20:00:00,BTC-USD,64242.75,66957312,-0.14
2026-02-23 20:05:00,BTC-USD,64221.09,454238208,-0.03
2026-02-23 20:10:00,BTC-USD,63992.07,96346112,-0.36
2026-02-23 20:15:00,BTC-USD,64021.45,12615680,0.05
2026-02-23 20:20:00,BTC-USD,64116.09,261099520,0.15
2026-02-23 20:25:00,BTC-USD,63970.53,196829184,-0.23
2026-02-23 20:30:00,BTC-USD,64216.02,391561216,0.38
2026-02-23 20:35:00,BTC-USD,64240.17,14503936,0.04
2026-02-23 20:40:00,BTC-USD,64237.58,206757888,-0.0
2026-02-23 20:45:00,BTC-USD,64255.68,1482477568,0.03
2026-02-23 20:50:00,BTC-USD,64358.86,87523328,0.16
2026-02-23 00:05:00,ETH-USD,1952.98,44026880,-0.13
2026-02-23 00:10:00,ETH-USD,1953.29,36376576,0.02
2026-02-23 00:15:00,ETH-USD,1954.02,25910272,0.04
2026-02-23 00:20:00,ETH-USD,1950.18,7213056,-0.2
2026-02-23 00:25:00,ETH-USD,1946.75,11430912,-0.18
2026-02-23 00:30:00,ETH-USD,1944.7,88877056,-0.11
2026-02-23 00:35:00,ETH-USD,1943.25,41598976,-0.07
2026-02-23 00:40:00,ETH-USD,1940.87,63140864,-0.12
2026-02-23 00:45:00,ETH-USD,1942.05,45594624,0.06
2026-02-23 00:50:00,ETH-USD,1940.93,50265088,-0.06
2026-02-23 00:55:00,ETH-USD,1931.19,61434880,-0.5
2026-02-23 01:00:00,ETH-USD,1905.42,89453568,-1.33
2026-02-23 01:05:00,ETH-USD,1882.9,567284736,-1.18
2026-02-23 01:10:00,ETH-USD,1886.92,536399872,0.21
2026-02-23 01:15:00,ETH-USD,1879.08,471405568,-0.42
2026-02-23 01:20:00,ETH-USD,1874.16,179776512,-0.26
2026-02-23 01:25:00,ETH-USD,1877.56,52737024,0.18
2026-02-23 01:30:00,ETH-USD,1872.36,489635840,-0.28
2026-02-23 01:35:00,ETH-USD,1880.39,19469312,0.43
2026-02-23 01:40:00,ETH-USD,1871.38,236600320,-0.48
2026-02-23 01:45:00,ETH-USD,1866.37,310444032,-0.27
2026-02-23 01:50:00,ETH-USD,1857.33,213646336,-0.48
2026-02-23 01:55:00,ETH-USD,1864.84,42858496,0.4
2026-02-23 02:00:00,ETH-USD,1858.81,258420736,-0.32
2026-02-23 02:05:00,ETH-USD,1862.43,37707776,0.19
2026-02-23 02:10:00,ETH-USD,1862.73,229189632,0.02
2026-02-23 02:15:00,ETH-USD,1857.35,230950912,-0.29
2026-02-23 02:20:00,ETH-USD,1858.16,49694720,0.04
2026-02-23 02:25:00,ETH-USD,1859.11,85969920,0.05
2026-02-23 02:30:00,ETH-USD,1867.11,81277952,0.43
2026-02-23 02:35:00,ETH-USD,1863.69,103915520,-0.18
2026-02-23 02:40:00,ETH-USD,1862.65,50391040,-0.06
2026-02-23 02:45:00,ETH-USD,1863.07,21641216,0.02
2026-02-23 02:50:00,ETH-USD,1863.73,167644160,0.04
2026-02-23 02:55:00,ETH-USD,1862.11,77403136,-0.09
2026-02-23 03:00:00,ETH-USD,1862.6,13910016,0.03
2026-02-23 03:05:00,ETH-USD,1868.57,16749568,0.32
2026-02-23 03:10:00,ETH-USD,1865.63,82479104,-0.16
2026-02-23 03:15:00,ETH-USD,1859.22,80381952,-0.34
2026-02-23 03:20:00,ETH-USD,1858.48,26856448,-0.04
2026-02-23 03:25:00,ETH-USD,1857.9,40648704,-0.03
2026-02-23 03:30:00,ETH-USD,1857.43,197904384,-0.03
2026-02-23 03:35:00,ETH-USD,1860.74,15322112,0.18
2026-02-23 03:40:00,ETH-USD,1863.35,70721536,0.14
2026-02-23 03:45:00,ETH-USD,1864.11,46583808,0.04
2026-02-23 03:50:00,ETH-USD,1865.74,126967808,0.09
2026-02-23 03:55:00,ETH-USD,1863.08,22057984,-0.14
2026-02-23 04:00:00,ETH-USD,1861.21,19553280,-0.1
2026-02-23 04:05:00,ETH-USD,1862.1,19034112,0.05
2026-02-23 04:10:00,ETH-USD,1864.37,17082368,0.12
2026-02-23 04:15:00,ETH-USD,1861.59,4192256,-0.15
2026-02-23 04:20:00,ETH-USD,1860.15,184135680,-0.08
2026-02-23 04:25:00,ETH-USD,1860.45,31958016,0.02
2026-02-23 04:30:00,ETH-USD,1859.76,45524992,-0.04
2026-02-23 04:35:00,ETH-USD,1857.26,33881088,-0.13
2026-02-23 04:40:00,ETH-USD,1856.04,68978688,-0.07
2026-02-23 04:45:00,ETH-USD,1857.27,132273152,0.07
2026-02-23 04:50:00,ETH-USD,1858.36,44191744,0.06
2026-02-23 04:55:00,ETH-USD,1859.56,13718528,0.06
2026-02-23 05:00:00,ETH-USD,1859.98,2592768,0.02
2026-02-23 05:05:00,ETH-USD,1862.53,42216448,0.14
2026-02-23 05:10:00,ETH-USD,1865.1,31947776,0.14
2026-02-23 05:15:00,ETH-USD,1869.41,193233920,0.23
2026-02-23 05:20:00,ETH-USD,1867.66,112808960,-0.09
2026-02-23 05:25:00,ETH-USD,1863.25,195365888,-0.24
2026-02-23 05:30:00,ETH-USD,1869.0,77062144,0.31
2026-02-23 05:35:00,ETH-USD,1866.25,49009664,-0.15
2026-02-23 05:40:00,ETH-USD,1866.99,159981568,0.04
2026-02-23 05:45:00,ETH-USD,1865.0,53274624,-0.11
2026-02-23 05:50:00,ETH-USD,1863.85,6097920,-0.06
2026-02-23 05:55:00,ETH-USD,1865.2,79112192,0.07
2026-02-23 06:00:00,ETH-USD,1865.86,35620864,0.04
2026-02-23 06:05:00,ETH-USD,1867.89,18067456,0.11
2026-02-23 06:10:00,ETH-USD,1874.29,82753536,0.34
2026-02-23 06:15:00,ETH-USD,1873.68,65394688,-0.03
2026-02-23 06:20:00,ETH-USD,1876.67,10728448,0.16
2026-02-23 06:25:00,ETH-USD,1873.31,670376960,-0.18
2026-02-23 06:30:00,ETH-USD,1874.18,39658496,0.05
2026-02-23 06:35:00,ETH-USD,1879.46,43408384,0.28
2026-02-23 06:40:00,ETH-USD,1879.38,27927552,-0.0
2026-02-23 06:45:00,ETH-USD,1881.07,463852544,0.09
2026-02-23 06:50:00,ETH-USD,1879.57,2356224,-0.08
2026-02-23 06:55:00,ETH-USD,1879.26,179197952,-0.02
2026-02-23 07:00:00,ETH-USD,1881.55,119562240,0.12
2026-02-23 07:05:00,ETH-USD,1880.64,235565056,-0.05
2026-02-23 07:10:00,ETH-USD,1882.26,65684480,0.09
2026-02-23 07:15:00,ETH-USD,1881.08,67794944,-0.06
2026-02-23 07:20:00,ETH-USD,1877.76,40505344,-0.18
2026-02-23 07:25:00,ETH-USD,1878.11,55965696,0.02
2026-02-23 07:30:00,ETH-USD,1878.13,139479040,0.0
2026-02-23 07:35:00,ETH-USD,1883.93,0,0.31
2026-02-23 07:40:00,ETH-USD,1885.21,106875904,0.07
2026-02-23 07:45:00,ETH-USD,1885.2,54977536,-0.0
2026-02-23 07:50:00,ETH-USD,1884.64,189997056,-0.03
2026-02-23 07:55:00,ETH-USD,1884.76,78844928,0.01
2026-02-23 08:00:00,ETH-USD,1883.92,141131776,-0.04
2026-02-23 08:05:00,ETH-USD,1884.12,33427456,0.01
2026-02-23 08:10:00,ETH-USD,1886.2,45320192,0.11
2026-02-23 08:15:00,ETH-USD,1886.33,33057792,0.01
2026-02-23 08:20:00,ETH-USD,1884.98,29378560,-0.07
2026-02-23 08:25:00,ETH-USD,1883.46,38568960,-0.08
2026-02-23 08:30:00,ETH-USD,1880.9,34052096,-0.14
2026-02-23 08:35:00,ETH-USD,1877.89,8426496,-0.16
2026-02-23 08:40:00,ETH-USD,1878.07,80740352,0.01
2026-02-23 08:45:00,ETH-USD,1878.63,21297152,0.03
2026-02-23 08:50:00,ETH-USD,1878.03,32928768,-0.03
2026-02-23 08:55:00,ETH-USD,1880.29,40642560,0.12
2026-02-23 09:00:00,ETH-USD,1884.68,64877568,0.23
2026-02-23 09:05:00,ETH-USD,1884.86,7075840,0.01
2026-02-23 09:10:00,ETH-USD,1885.69,174310400,0.04
2026-02-23 09:15:00,ETH-USD,1884.01,28729344,-0.09
2026-02-23 09:20:00,ETH-USD,1882.82,45991936,-0.06
2026-02-23 09:25:00,ETH-USD,1886.32,32077824,0.19
2026-02-23 09:30:00,ETH-USD,1900.76,35632128,0.77
2026-02-23 09:35:00,ETH-USD,1908.51,382051328,0.41
2026-02-23 09:40:00,ETH-USD,1909.75,75236352,0.06
2026-02-23 09:45:00,ETH-USD,1912.66,92440576,0.15
2026-02-23 09:50:00,ETH-USD,1915.83,203685888,0.17
2026-02-23 09:55:00,ETH-USD,1915.78,253197312,-0.0
2026-02-23 10:00:00,ETH-USD,1923.02,100615168,0.38
2026-02-23 10:05:00,ETH-USD,1920.17,37415936,-0.15
2026-02-23 10:10:00,ETH-USD,1919.93,449034240,-0.01
2026-02-23 10:15:00,ETH-USD,1923.38,72884224,0.18
2026-02-23 10:20:00,ETH-USD,1922.9,22530048,-0.02
2026-02-23 10:25:00,ETH-USD,1921.77,442347520,-0.06
2026-02-23 10:30:00,ETH-USD,1918.25,68988928,-0.18
2026-02-23 10:35:00,ETH-USD,1915.27,57952256,-0.16
2026-02-23 10:40:00,ETH-USD,1916.81,226439168,0.08
2026-02-23 10:45:00,ETH-USD,1914.48,56711168,-0.12
2026-02-23 10:50:00,ETH-USD,1916.97,48134144,0.13
2026-02-23 10:55:00,ETH-USD,1912.87,118333440,-0.21
2026-02-23 11:00:00,ETH-USD,1914.42,53184512,0.08
2026-02-23 11:05:00,ETH-USD,1915.06,9969664,0.03
2026-02-23 11:10:00,ETH-USD,1918.21,180129792,0.16
2026-02-23 11:15:00,ETH-USD,1918.6,7784448,0.02
2026-02-23 11:20:00,ETH-USD,1916.24,59600896,-0.12
2026-02-23 11:25:00,ETH-USD,1916.71,171413504,0.02
2026-02-23 11:30:00,ETH-USD,1914.67,212828160,-0.11
2026-02-23 11:35:00,ETH-USD,1912.29,15937536,-0.12
2026-02-23 11:40:00,ETH-USD,1912.0,107565056,-0.01
2026-02-23 11:45:00,ETH-USD,1912.61,90521600,0.03
2026-02-23 11:50:00,ETH-USD,1914.18,69165056,0.08
2026-02-23 11:55:00,ETH-USD,1913.96,23904256,-0.01
2026-02-23 12:00:00,ETH-USD,1913.43,18565120,-0.03
2026-02-23 12:05:00,ETH-USD,1915.92,15439872,0.13
2026-02-23 12:10:00,ETH-USD,1915.02,26836992,-0.05
2026-02-23 12:15:00,ETH-USD,1916.09,82135040,0.06
2026-02-23 12:20:00,ETH-USD,1913.42,53364736,-0.14
2026-02-23 12:25:00,ETH-USD,1913.74,86513664,0.02
2026-02-23 12:30:00,ETH-USD,1907.77,49299456,-0.31
2026-02-23 12:35:00,ETH-USD,1925.55,112586752,0.93
2026-02-23 12:40:00,ETH-USD,1923.02,69986304,-0.13
2026-02-23 12:45:00,ETH-USD,1923.86,38217728,0.04
2026-02-23 12:50:00,ETH-USD,1922.36,15300608,-0.08
2026-02-23 12:55:00,ETH-USD,1919.67,31967232,-0.14
2026-02-23 13:00:00,ETH-USD,1920.71,178028544,0.05
2026-02-23 13:05:00,ETH-USD,1924.51,46483456,0.2
2026-02-23 13:10:00,ETH-USD,1920.09,17362944,-0.23
2026-02-23 13:15:00,ETH-USD,1919.76,199438336,-0.02
2026-02-23 13:20:00,ETH-USD,1920.21,157696,0.02
2026-02-23 13:25:00,ETH-USD,1921.63,188174336,0.07
2026-02-23 13:30:00,ETH-USD,1921.96,46069760,0.02
2026-02-23 13:35:00,ETH-USD,1920.94,209166336,-0.05
2026-02-23 13:40:00,ETH-USD,1927.21,0,0.33
2026-02-23 13:45:00,ETH-USD,1929.25,46839808,0.11
2026-02-23 13:50:00,ETH-USD,1928.88,53243904,-0.02
2026-02-23 13:55:00,ETH-USD,1921.45,388546560,-0.39
2026-02-23 14:00:00,ETH-USD,1921.45,16508928,0.0
2026-02-23 14:05:00,ETH-USD,1924.02,11354112,0.13
2026-02-23 14:10:00,ETH-USD,1924.12,189030400,0.01
2026-02-23 14:15:00,ETH-USD,1920.87,45924352,-0.17
2026-02-23 14:20:00,ETH-USD,1915.31,6615040,-0.29
2026-02-23 14:25:00,ETH-USD,1916.24,226473984,0.05
2026-02-23 14:30:00,ETH-USD,1916.96,248958976,0.04
2026-02-23 14:35:00,ETH-USD,1909.78,83353600,-0.37
2026-02-23 14:40:00,ETH-USD,1901.73,90560512,-0.42
2026-02-23 14:45:00,ETH-USD,1905.21,335233024,0.18
2026-02-23 14:50:00,ETH-USD,1909.08,35559424,0.2
2026-02-23 14:55:00,ETH-USD,1904.57,136439808,-0.24
2026-02-23 15:00:00,ETH-USD,1903.93,258220032,-0.03
2026-02-23 15:05:00,ETH-USD,1902.08,101425152,-0.1
2026-02-23 15:10:00,ETH-USD,1903.25,77643776,0.06
2026-02-23 15:15:00,ETH-USD,1911.2,39317504,0.42
2026-02-23 15:20:00,ETH-USD,1905.61,27195392,-0.29
2026-02-23 15:25:00,ETH-USD,1903.1,199956480,-0.13
2026-02-23 15:30:00,ETH-USD,1907.28,203720704,0.22
2026-02-23 15:35:00,ETH-USD,1906.45,29896704,-0.04
2026-02-23 15:40:00,ETH-USD,1905.5,125265920,-0.05
2026-02-23 15:45:00,ETH-USD,1902.68,3432448,-0.15
2026-02-23 15:50:00,ETH-USD,1897.25,48609280,-0.29
2026-02-23 15:55:00,ETH-USD,1896.81,24104960,-0.02
2026-02-23 16:00:00,ETH-USD,1888.55,440629248,-0.44
2026-02-23 16:05:00,ETH-USD,1885.43,73502720,-0.17
2026-02-23 16:10:00,ETH-USD,1883.26,243648512,-0.12
2026-02-23 16:15:00,ETH-USD,1888.14,68272128,0.26
2026-02-23 16:20:00,ETH-USD,1890.96,91471872,0.15
2026-02-23 16:25:00,ETH-USD,1896.42,27703296,0.29
2026-02-23 16:30:00,ETH-USD,1894.16,261244928,-0.12
2026-02-23 16:35:00,ETH-USD,1892.61,55779328,-0.08
2026-02-23 16:40:00,ETH-USD,1892.43,40695808,-0.01
2026-02-23 16:45:00,ETH-USD,1887.14,26017792,-0.28
2026-02-23 16:50:00,ETH-USD,1886.63,64856064,-0.03
2026-02-23 16:55:00,ETH-USD,1883.43,61777920,-0.17
2026-02-23 17:00:00,ETH-USD,1883.03,515608576,-0.02
2026-02-23 17:05:00,ETH-USD,1885.03,248475648,0.11
2026-02-23 17:10:00,ETH-USD,1882.14,39100416,-0.15
2026-02-23 17:15:00,ETH-USD,1872.52,145004544,-0.51
2026-02-23 17:20:00,ETH-USD,1865.46,114475008,-0.38
2026-02-23 17:25:00,ETH-USD,1861.71,48007168,-0.2
2026-02-23 17:30:00,ETH-USD,1855.92,118368256,-0.31
2026-02-23 17:35:00,ETH-USD,1846.89,248041472,-0.49
2026-02-23 17:40:00,ETH-USD,1850.26,116371456,0.18
2026-02-23 17:45:00,ETH-USD,1848.88,237250560,-0.07
2026-02-23 17:50:00,ETH-USD,1845.7,22136832,-0.17
2026-02-23 17:55:00,ETH-USD,1863.8,120385536,0.98
2026-02-23 18:00:00,ETH-USD,1864.38,85215232,0.03
2026-02-23 18:05:00,ETH-USD,1863.57,377962496,-0.04
2026-02-23 18:10:00,ETH-USD,1862.2,43520000,-0.07
2026-02-23 18:15:00,ETH-USD,1861.2,61091840,-0.05
2026-02-23 18:20:00,ETH-USD,1862.27,64241664,0.06
2026-02-23 18:25:00,ETH-USD,1859.36,22466560,-0.16
2026-02-23 18:30:00,ETH-USD,1860.19,53688320,0.04
2026-02-23 18:35:00,ETH-USD,1870.86,107864064,0.57
2026-02-23 18:40:00,ETH-USD,1868.64,111267840,-0.12
2026-02-23 18:45:00,ETH-USD,1865.08,86745088,-0.19
2026-02-23 18:50:00,ETH-USD,1864.08,291686400,-0.05
2026-02-23 18:55:00,ETH-USD,1855.89,25665536,-0.44
2026-02-23 19:00:00,ETH-USD,1859.03,111972352,0.17
2026-02-23 19:05:00,ETH-USD,1860.83,37199872,0.1
2026-02-23 19:10:00,ETH-USD,1863.18,186750976,0.13
2026-02-23 19:15:00,ETH-USD,1859.86,224180224,-0.18
2026-02-23 19:20:00,ETH-USD,1853.79,20570112,-0.33
2026-02-23 19:25:00,ETH-USD,1854.12,79063040,0.02
2026-02-23 19:30:00,ETH-USD,1854.47,436228096,0.02
2026-02-23 19:35:00,ETH-USD,1851.21,29294592,-0.18
2026-02-23 19:40:00,ETH-USD,1851.71,270018560,0.03
2026-02-23 19:45:00,ETH-USD,1853.75,107722752,0.11
2026-02-23 19:50:00,ETH-USD,1854.01,44906496,0.01
2026-02-23 19:55:00,ETH-USD,1857.32,35450880,0.18
2026-02-23 20:00:00,ETH-USD,1855.24,242149376,-0.11
2026-02-23 20:05:00,ETH-USD,1856.15,29157376,0.05
2026-02-23 20:10:00,ETH-USD,1850.44,61140992,-0.31
2026-02-23 20:15:00,ETH-USD,1849.85,46669824,-0.03
2026-02-23 20:20:00,ETH-USD,1853.39,61104128,0.19
2026-02-23 20:25:00,ETH-USD,1849.68,242171904,-0.2
2026-02-23 20:30:00,ETH-USD,1855.72,279013376,0.33
2026-02-23 20:35:00,ETH-USD,1855.46,39673856,-0.01
2026-02-23 20:40:00,ETH-USD,1856.3,214292480,0.05
2026-02-23 20:45:00,ETH-USD,1856.32,15456256,0.0
2026-02-23 20:50:00,ETH-USD,1858.04,538501120,0.09
